1752099038.713189,0
1752099038.816922,2
1752099038.922890,11
1752099039.027405,13
1752099039.135112,13
1752099039.240230,14
1752099039.346532,17
1752099039.451503,16
1752099039.555886,15
1752099039.663703,13
1752099039.767804,9
1752099039.871684,9
1752099039.977157,11
1752099040.082758,12
1752099040.188816,13
1752099040.293353,15
1752099040.400228,16
1752099040.509636,15
1752099040.625585,13
1752099040.730294,12
1752099040.840353,14
1752099040.947896,11
1752099041.051389,14
1752099041.155543,12
1752099041.260857,12
1752099041.364777,11
1752099041.469481,10
1752099041.573285,10
1752099041.677907,9
1752099041.782475,10
1752099041.886861,12
1752099041.992949,9
1752099042.100007,10
1752099042.207068,9
1752099042.312645,10
1752099042.417644,10
1752099042.531168,11
1752099042.636795,9
1752099042.742518,11
1752099042.849466,10
1752099042.957254,10
1752099043.061089,12
1752099043.165205,12
1752099043.270650,11
1752099043.375080,12
1752099043.487425,12
1752099043.594102,12
1752099043.702420,12
1752099043.806663,11
1752099043.910136,14
1752099044.016736,12
1752099044.122207,10
1752099044.227399,10
1752099044.331353,10
1752099044.439818,12
1752099044.544856,13
1752099044.650856,10
1752099044.758129,10
1752099044.863379,10
1752099044.968788,11
1752099045.075214,10
1752099045.179373,11
1752099045.285884,11
1752099045.394296,11
1752099045.498929,9
1752099045.602532,10
1752099045.711081,10
1752099045.815096,12
1752099045.919171,11
1752099046.023599,9
1752099046.127310,10
1752099046.231788,9
1752099046.347066,10
1752099046.451128,9
1752099046.557286,11
1752099046.663647,11
1752099046.771316,11
1752099046.875739,11
1752099046.979632,11
1752099047.083637,10
1752099047.187458,12
1752099047.291469,10
1752099047.395659,11
1752099047.502809,11
1752099047.607206,13
1752099047.718008,11
1752099047.824187,10
1752099047.930149,11
1752099048.035790,11
1752099048.140283,9
1752099048.244824,9
1752099048.349912,10
1752099048.455526,10
1752099048.561907,13
1752099048.667228,9
1752099048.772341,10
1752099048.877137,7
1752099048.981220,1
1752099049.086428,1
1752099049.190703,1
1752099049.294878,1
1752099049.399134,4
1752099049.507977,6
1752099049.613371,4
1752099049.721910,6
1752099049.826139,6
1752099049.929794,10
1752099050.034988,12
1752099050.139083,11
1752099050.243215,11
1752099050.348074,11
1752099050.451906,12
1752099050.557135,12
1752099050.661748,12
1752099050.770294,13
1752099050.874836,11
1752099050.978920,11
1752099051.083573,9
1752099051.187046,10
1752099051.291263,10
1752099051.396495,11
1752099051.501297,10
1752099051.604878,10
1752099051.716050,9
1752099051.819858,11
1752099051.924278,11
1752099052.030042,9
1752099052.133929,10
1752099052.241530,9
1752099052.345251,10
1752099052.452154,9
1752099052.555719,9
1752099052.661482,10
1752099052.765846,9
1752099052.871346,9
1752099052.975861,10
1752099053.080783,8
1752099053.191487,9
1752099053.296361,9
1752099053.399626,10
1752099053.503777,8
1752099053.608015,8
1752099053.712296,9
1752099053.815986,9
1752099053.920272,9
1752099054.024343,7
1752099054.129786,11
1752099054.239008,10
1752099054.342787,10
1752099054.447074,10
1752099054.552572,10
1752099054.659367,10
1752099054.768254,8
1752099054.871858,9
1752099054.980098,9
1752099055.084370,11
1752099055.189271,10
1752099055.297747,9
1752099055.410090,8
1752099055.515508,8
1752099055.619883,9
1752099055.731063,9
1752099055.835473,10
1752099055.940865,10
1752099056.044655,9
1752099056.148658,9
1752099056.253228,8
1752099056.360409,9
1752099056.465108,9
1752099056.570763,9
1752099056.675558,11
1752099056.780534,9
1752099056.885046,11
1752099056.988741,10
1752099057.095106,11
1752099057.201925,8
1752099057.308677,9
1752099057.414901,9
1752099057.519714,10
1752099057.626040,9
1752099057.730323,10
1752099057.835409,10
1752099057.940724,11
1752099058.048802,10
1752099058.152456,12
1752099058.255922,11
1752099058.359479,11
1752099058.463251,11
1752099058.569828,12
1752099058.673252,9
1752099058.778233,10
1752099058.885108,10
1752099058.992895,11
1752099059.096382,9
1752099059.201434,10
1752099059.305419,3
1752099059.409695,0
1752099059.515263,0
1752099059.633857,1
1752099059.738298,1
1752099059.842740,3
1752099059.946669,4
1752099060.051048,6
1752099060.154718,7
1752099060.260235,7
1752099060.363516,9
1752099060.469134,10
1752099060.573755,11
1752099060.677615,12
1752099060.783645,10
1752099060.889729,10
1752099060.993210,11
1752099061.097048,12
1752099061.202686,11
