1752099131.131657,0
1752099131.235670,2
1752099131.339553,11
1752099131.446089,12
1752099131.552529,13
1752099131.656558,13
1752099131.760650,13
1752099131.868863,13
1752099131.972641,12
1752099132.078083,11
1752099132.182189,7
1752099132.287556,7
1752099132.394425,10
1752099132.500713,11
1752099132.609447,13
1752099132.714552,13
1752099132.825788,13
1752099132.929569,14
1752099133.033734,15
1752099133.138813,14
1752099133.247554,14
1752099133.351962,12
1752099133.458007,11
1752099133.563550,12
1752099133.673002,12
1752099133.778212,11
1752099133.883193,11
1752099133.987337,11
1752099134.092399,12
1752099134.196162,11
1752099134.302381,11
1752099134.406202,11
1752099134.510296,11
1752099134.614058,10
1752099134.719955,10
1752099134.823932,11
1752099134.932513,10
1752099135.036340,9
1752099135.146301,10
1752099135.251627,10
1752099135.355786,10
1752099135.459567,10
1752099135.564367,10
1752099135.668983,11
1752099135.774522,10
1752099135.879092,11
1752099135.984058,11
1752099136.089258,11
1752099136.193169,12
1752099136.296816,14
1752099136.410189,13
1752099136.514233,10
1752099136.619096,11
1752099136.724548,12
1752099136.828042,11
1752099136.939088,12
1752099137.044778,12
1752099137.151365,12
1752099137.256070,8
1752099137.360241,11
1752099137.465491,11
1752099137.571694,10
1752099137.675167,10
1752099137.779485,10
1752099137.885907,10
1752099137.991924,10
1752099138.097171,9
1752099138.202296,9
1752099138.305701,10
1752099138.411953,10
1752099138.515890,10
1752099138.619904,10
1752099138.725762,10
1752099138.829476,9
1752099138.934796,9
1752099139.044445,9
1752099139.155529,11
1752099139.262758,9
1752099139.370879,10
1752099139.474954,9
1752099139.579911,11
1752099139.686597,10
1752099139.796309,11
1752099139.902731,11
1752099140.007389,11
1752099140.115857,10
1752099140.221530,11
1752099140.325749,10
1752099140.433714,9
1752099140.537427,10
1752099140.645772,12
1752099140.749815,9
1752099140.853789,10
1752099140.958687,10
1752099141.063159,13
1752099141.170550,9
1752099141.275117,8
1752099141.379893,1
1752099141.484645,1
1752099141.592143,1
1752099141.703734,1
1752099141.814302,1
1752099141.918370,2
1752099142.023164,5
1752099142.128503,4
1752099142.232474,6
1752099142.340751,7
1752099142.455367,9
1752099142.561722,9
1752099142.669615,8
1752099142.777499,8
1752099142.883046,12
1752099142.994108,9
1752099143.103624,11
1752099143.212515,12
1752099143.317573,11
1752099143.425563,11
1752099143.535567,12
1752099143.639605,10
1752099143.749814,11
1752099143.858593,9
1752099143.963800,9
1752099144.075392,10
1752099144.179498,10
1752099144.283387,10
1752099144.391729,11
1752099144.495303,12
1752099144.601678,10
1752099144.707788,10
1752099144.813927,11
1752099144.920331,11
1752099145.026217,10
1752099145.131785,11
1752099145.235298,10
1752099145.339967,12
1752099145.444699,10
1752099145.550432,11
1752099145.658881,8
1752099145.764840,9
1752099145.869711,9
1752099145.974540,9
1752099146.083797,9
1752099146.191182,9
1752099146.297185,9
1752099146.405116,9
1752099146.509745,12
1752099146.618923,9
1752099146.725061,10
1752099146.832913,10
1752099146.939604,11
1752099147.044421,10
1752099147.151120,11
1752099147.255597,10
1752099147.359186,10
1752099147.463250,9
1752099147.571790,9
1752099147.675709,10
1752099147.781134,10
1752099147.885359,9
1752099147.991404,10
1752099148.097769,9
1752099148.203437,9
1752099148.307842,9
1752099148.412349,10
1752099148.516367,11
1752099148.621531,11
1752099148.725583,10
1752099148.831615,10
1752099148.942872,10
1752099149.046482,10
1752099149.151427,12
1752099149.259940,11
1752099149.367057,11
1752099149.473754,9
1752099149.578880,9
1752099149.683647,10
1752099149.792154,10
1752099149.899434,11
1752099150.005204,10
1752099150.111881,10
1752099150.218642,10
1752099150.324177,10
1752099150.430819,9
1752099150.534390,9
1752099150.638796,9
1752099150.746423,9
1752099150.851935,10
1752099150.958091,10
1752099151.062917,10
1752099151.170203,10
1752099151.279667,12
1752099151.387885,12
1752099151.492807,12
1752099151.598250,11
1752099151.703333,4
1752099151.809051,1
1752099151.914212,0
1752099152.018244,1
1752099152.128536,5
1752099152.235144,6
1752099152.341701,7
1752099152.449842,7
1752099152.554906,9
1752099152.660789,9
1752099152.765548,10
1752099152.870516,11
1752099152.977745,10
1752099153.082211,11
1752099153.187153,11
1752099153.298601,10
1752099153.403622,11
1752099153.507836,10
1752099153.612659,10
1752099153.717032,13
1752099153.822543,10
1752099153.928072,10
1752099154.040035,10
1752099154.150863,11
1752099154.255033,9
1752099154.363165,9
