1752015916.386131,0
1752015916.492213,5
1752015916.596256,10
1752015916.700991,19
1752015916.804996,20
1752015916.909549,20
1752015917.015013,20
1752015917.118927,19
1752015917.223181,19
1752015917.326918,20
1752015917.430994,20
1752015917.534647,19
1752015917.638009,19
1752015917.741840,20
1752015917.849069,17
1752015917.952836,17
1752015918.058702,14
1752015918.163244,15
1752015918.268193,10
1752015918.372010,7
1752015918.475938,6
1752015918.579485,7
1752015918.683212,7
1752015918.786592,6
1752015918.891939,6
1752015918.998191,8
1752015919.101962,8
1752015919.205713,8
1752015919.310298,9
1752015919.414615,9
1752015919.518738,9
1752015919.622257,8
1752015919.728340,9
1752015919.832144,8
1752015919.936532,10
1752015920.046184,9
1752015920.151381,10
1752015920.257286,10
1752015920.368144,10
1752015920.473716,10
1752015920.580674,10
1752015920.692575,12
1752015920.797493,12
1752015920.903934,12
1752015921.008955,14
1752015921.112885,13
1752015921.217051,14
1752015921.324860,15
1752015921.432339,15
1752015921.538725,14
1752015921.643498,15
1752015921.747359,14
1752015921.855691,15
1752015921.959930,15
1752015922.065809,18
1752015922.233265,17
1752015922.337789,17
1752015922.446541,19
1752015922.552344,17
1752015922.658152,17
1752015922.765069,16
1752015922.872219,17
1752015922.976022,18
1752015923.102207,18
1752015923.210314,18
1752015923.318505,20
1752015923.425816,18
1752015923.531978,19
1752015923.637686,20
1752015923.742948,19
1752015923.849405,19
1752015923.954951,19
1752015924.059276,19
1752015924.163587,19
1752015924.269594,14
1752015924.374259,13
1752015924.478248,12
1752015924.581985,13
1752015924.774781,11
1752015924.878911,11
1752015924.983243,11
1752015925.090240,12
1752015925.194319,12
1752015925.302129,12
1752015925.407149,13
1752015925.513296,13
1752015925.621468,13
1752015925.727066,14
1752015925.834131,14
1752015925.938038,14
1752015926.047826,14
1752015926.152717,15
1752015926.256297,15
1752015926.360009,15
1752015926.466896,15
1752015926.576238,16
1752015926.682157,16
1752015926.787220,17
1752015926.897485,16
1752015927.001268,16
1752015927.106333,17
1752015927.210609,16
1752015927.320322,17
1752015927.429853,17
1752015927.533533,18
1752015927.638364,18
1752015927.744222,17
1752015927.855868,17
1752015927.960366,19
1752015928.064101,18
1752015928.167903,18
1752015928.271720,19
1752015928.377718,19
1752015928.486442,18
1752015928.591165,18
1752015928.699050,17
1752015928.816317,19
1752015928.921508,19
1752015929.026187,17
1752015929.130166,14
1752015929.235130,13
1752015929.339864,15
1752015929.444482,14
1752015929.549339,14
1752015929.653642,15
1752015929.758352,13
1752015929.864273,15
1752015929.971287,14
1752015930.077174,13
1752015930.182305,14
1752015930.288908,12
1752015930.394450,14
1752015930.500594,12
1752015930.604838,15
1752015930.709228,15
